,Sport,Interviewee,Opponent,Sex,Rank,Rank Opp.,Int. Age,Opp. Age,Health,Psychics,Prev. Match,Confidence,day,dayofweek,dayofyear,hour,month,quarter,week,weekday,weekofyear,year,Class
28,1.0,0.8222222222222222,0.5869565217391304,1.0,0.025830258302583026,0.01107011070110701,0.6153846153846153,0.31818181818181823,1.0,0.33333333333333337,1.0,0.25,0.4482758620689655,0.3333333333333333,0.9601226993865031,0.0,1.0,1.0,0.9574468085106382,0.3333333333333333,0.9574468085106382,0.7777777777777715,0.0
29,1.0,1.0000000000000002,0.5869565217391304,1.0,0.01845018450184502,0.01107011070110701,0.0,0.31818181818181823,1.0,0.6666666666666666,0.0,0.5,0.48275862068965514,0.5,0.9631901840490797,0.0,1.0,1.0,0.9574468085106382,0.5,0.9574468085106382,0.7777777777777715,0.0
30,1.0,0.6666666666666666,0.5869565217391304,1.0,0.07749077490774907,0.1033210332103321,0.641025641025641,0.18181818181818177,1.0,0.6666666666666666,0.5,0.75,0.3793103448275862,0.3333333333333333,0.3895705521472393,0.0,0.4,0.3333333333333333,0.4042553191489362,0.3333333333333333,0.4042553191489362,0.5555555555555713,1.0
31,1.0,0.5777777777777777,0.8260869565217391,1.0,0.01107011070110701,0.025830258302583026,0.6153846153846153,0.31818181818181823,1.0,0.6666666666666666,0.5,0.5,0.4482758620689655,0.3333333333333333,0.9601226993865031,0.0,1.0,1.0,0.9574468085106382,0.3333333333333333,0.9574468085106382,0.7777777777777715,1.0
32,1.0,0.5777777777777777,0.2608695652173913,1.0,0.1033210332103321,0.08856088560885608,0.5641025641025641,0.40909090909090906,1.0,0.33333333333333337,1.0,0.5,0.8965517241379309,0.8333333333333333,1.0000000000000002,0.0,1.0,1.0,0.9999999999999999,0.8333333333333333,0.9999999999999999,0.5555555555555713,1.0
33,1.0,0.5777777777777777,0.5217391304347826,1.0,0.01107011070110701,0.5535055350553505,0.6153846153846153,0.31818181818181823,1.0,0.33333333333333337,0.0,0.5,0.0,0.8333333333333333,0.7331288343558282,0.0,0.8,0.6666666666666667,0.7234042553191489,0.8333333333333333,0.7234042553191489,0.7777777777777715,1.0
34,1.0,0.5777777777777777,0.19565217391304346,1.0,0.1033210332103321,0.16974169741697417,0.5641025641025641,0.5000000000000001,1.0,0.6666666666666666,1.0,0.5,0.31034482758620685,0.3333333333333333,0.11042944785276074,0.0,0.1,0.0,0.1276595744680851,0.3333333333333333,0.1276595744680851,0.5555555555555713,1.0
35,1.0,0.5777777777777777,0.9565217391304348,1.0,0.18081180811808117,0.04059040590405904,0.6153846153846153,0.2727272727272728,1.0,0.33333333333333337,0.0,0.5,0.0,0.5,0.9202453987730062,0.0,1.0,1.0,0.9148936170212766,0.5,0.9148936170212766,0.7777777777777715,1.0
36,1.0,0.5777777777777777,0.043478260869565216,1.0,0.033210332103321034,0.01845018450184502,0.6153846153846153,0.7272727272727274,1.0,0.33333333333333337,0.5,0.25,0.17241379310344826,0.8333333333333333,0.8404907975460123,0.0,0.9,1.0,0.8297872340425532,0.8333333333333333,0.8297872340425532,0.7777777777777715,0.0
37,1.0,0.5777777777777777,0.8043478260869565,1.0,0.19188191881918817,0.1033210332103321,0.6666666666666666,0.6818181818181818,0.0,0.33333333333333337,0.5,0.5,0.9999999999999999,0.6666666666666666,0.4447852760736196,0.0,0.4,0.3333333333333333,0.4468085106382979,0.6666666666666666,0.4468085106382979,1.0,0.0
38,1.0,0.5777777777777777,0.7608695652173912,1.0,0.04059040590405904,1.0,0.6153846153846153,0.7272727272727274,1.0,0.33333333333333337,0.0,0.5,0.9999999999999999,0.3333333333333333,0.4447852760736196,0.0,0.4,0.3333333333333333,0.4468085106382979,0.3333333333333333,0.4468085106382979,0.7777777777777715,1.0
39,1.0,0.5777777777777777,0.0,1.0,0.13653136531365312,0.033210332103321034,0.5897435897435896,0.5454545454545455,1.0,0.6666666666666666,0.0,0.75,0.0,0.0,0.8251533742331288,0.0,0.9,1.0,0.8297872340425532,0.0,0.8297872340425532,0.7777777777777715,1.0
40,1.0,0.33333333333333337,0.5434782608695652,0.0,0.007380073800738007,0.15498154981549814,0.5897435897435896,0.22727272727272718,1.0,0.33333333333333337,1.0,0.5,0.8965517241379309,0.5,0.5337423312883436,0.0,0.5000000000000001,0.3333333333333333,0.5319148936170213,0.5,0.5319148936170213,0.22222222222222854,1.0
41,1.0,0.9111111111111111,0.5869565217391304,1.0,0.06642066420664207,0.18081180811808117,0.7179487179487178,0.40909090909090906,1.0,0.6666666666666666,0.0,0.75,0.9310344827586207,0.3333333333333333,0.4386503067484663,0.0,0.4,0.3333333333333333,0.4468085106382979,0.3333333333333333,0.4468085106382979,1.0,0.0
42,1.0,0.9555555555555556,0.5869565217391304,1.0,0.05904059040590406,0.18081180811808117,0.5897435897435896,0.31818181818181823,1.0,0.0,0.0,0.0,0.0,0.5,0.9202453987730062,0.0,1.0,1.0,0.9148936170212766,0.5,0.9148936170212766,0.7777777777777715,0.0
43,1.0,0.13333333333333333,0.9782608695652174,1.0,0.0036900369003690036,0.007380073800738007,0.7692307692307692,0.6363636363636364,1.0,0.33333333333333337,1.0,0.5,0.8620689655172413,1.0,0.06441717791411043,0.0,0.0,0.0,0.06382978723404255,1.0,0.06382978723404255,1.0,1.0
44,1.0,0.9777777777777777,0.5869565217391304,1.0,0.007380073800738007,0.18081180811808117,0.7948717948717948,0.40909090909090906,0.0,0.6666666666666666,1.0,0.5,0.5517241379310345,0.3333333333333333,0.3128834355828221,0.0,0.30000000000000004,0.3333333333333333,0.3191489361702128,0.3333333333333333,0.3191489361702128,0.8888888888888857,1.0
45,1.0,0.022222222222222223,1.0,1.0,0.01107011070110701,0.014760147601476014,0.923076923076923,0.2727272727272728,1.0,0.33333333333333337,0.5,0.25,0.10344827586206898,0.8333333333333333,0.834355828220859,0.0,0.9,1.0,0.8297872340425532,0.8333333333333333,0.8297872340425532,1.0,0.0
46,1.0,0.022222222222222223,0.5869565217391304,1.0,0.01845018450184502,0.033210332103321034,0.846153846153846,0.31818181818181823,0.5,0.33333333333333337,1.0,0.5,0.17241379310344826,0.8333333333333333,0.8404907975460123,0.0,0.9,1.0,0.8297872340425532,0.8333333333333333,0.8297872340425532,0.7777777777777715,1.0
47,1.0,0.8,0.5869565217391304,1.0,0.1033210332103321,0.19188191881918817,0.8205128205128205,0.40909090909090906,0.0,0.33333333333333337,1.0,0.5,0.9999999999999999,0.6666666666666666,0.4447852760736196,0.0,0.4,0.3333333333333333,0.4468085106382979,0.6666666666666666,0.4468085106382979,1.0,1.0
48,1.0,0.6222222222222222,0.9782608695652174,1.0,0.02214022140221402,0.007380073800738007,0.4358974358974359,0.5454545454545455,1.0,0.33333333333333337,0.0,0.5,0.9310344827586207,1.0,0.34662576687116564,0.0,0.30000000000000004,0.3333333333333333,0.3404255319148936,1.0,0.3404255319148936,0.8888888888888857,0.0
49,1.0,0.7555555555555555,0.5869565217391304,1.0,1.0,0.04059040590405904,0.846153846153846,0.31818181818181823,1.0,0.9999999999999999,0.0,0.75,0.9999999999999999,0.3333333333333333,0.4447852760736196,0.0,0.4,0.3333333333333333,0.4468085106382979,0.3333333333333333,0.4468085106382979,0.7777777777777715,0.0
